7.61, 7.67, 7.62, 10.50, 10.45, 10.65
7.62, 7.63, 7.78, 09.67, 09.68, 09.64
7.66, 7.73, 7.93, 09.53, 09.42, 09.52
7.84, 7.52, 7.49, 08.33, 08.35, 08.49
7.90, 7.67, 7.69, 09.91, 09.83, 09.90
