7.73, 7.43, 7.40, 09.26, 09.10, 09.10
7.59, 7.50, 7.73, 10.09, 09.97, 09.89
7.71, 7.81, 7.89, 09.70, 09.69, 09.64
8.01, 7.85, 7.88, 10.07, 10.07, 10.08
7.97, 7.80, 7.87, 09.61, 09.76, 09.59
