7.60, 7.54, 7.71, 10.71, 10.49, 10.74
7.88, 7.66, 7.87, 10.60, 10.72, 10.72
7.76, 7.63, 7.75, 10.99, 10.95, 10.83
7.56, 7.42, 7.68, 09.96, 09.99, 09.83
7.91, 7.89, 7.71, 10.43, 10.48, 10.53
