49.1,49.3,49,9.9,9.9,9.7,5.7,5.8,5.5,18.033
49.8,49.5,49.2,9.9,9.5,9.8,5.2,5.2,5.2,18.733
49.6,49.4,49.5,9.2,9.6,9.2,6.2,6.1,5.9,16.05
49.7,49.8,49.8,9.8,9.6,10,6.6,6.8,6.9,19.95
49.3,49,49.2,9.5,9.6,9.2,5.7,6,6,16.3
