mean_strain,mean_stress,std_stress
1.0,0.4793527505307466,0.20600880969671856
0.9997530313364955,0.4809102082494237,0.20554574252720587
0.999547928728692,0.4846843506953802,0.20495968694455124
0.9993454712293922,0.4950207408176393,0.21379291671750614
0.9991295373323484,0.5100921713547723,0.21875157289241748
0.9989032934571059,0.5208631268148282,0.21203995863162195
0.9986629708971264,0.527614913559722,0.2073788844201961
0.9983997018315989,0.5457965572290724,0.22408849208109458
0.9981717713049967,0.5576042443712709,0.21677171707889875
0.9979521246226052,0.5642319626037092,0.21524794448928083
0.9977370417868435,0.5740653869342199,0.22109497046191234
0.9975138405654725,0.586453971532915,0.23139345768748223
0.997322826084098,0.5936061233886301,0.22563725090411058
0.9971236935929365,0.6002586191519814,0.2230308928357493
0.9968931358734827,0.6136945517909551,0.23655481745513282
0.996650938368624,0.6206002486001344,0.23744931626040489
0.9963845381881107,0.6301666543420306,0.2309685983769993
0.9961621190476141,0.636506989387454,0.23187253595162693
0.9959387416302249,0.6490323025508963,0.24529601835306147
0.995714433700553,0.6544468260580385,0.2408138818591747
0.9954968400590691,0.6588194272615984,0.23838558733456727
0.9952913337025653,0.672195315081133,0.24871655095685563
0.9951011642411598,0.6800047587660285,0.249515226302316
0.9948872622448003,0.6855531532832578,0.2486474474339741
0.9946406165090821,0.6893934897169093,0.24608900219731647
0.9943839703275041,0.7015252561119789,0.2596081989199116
0.9941486160089963,0.7119651692904037,0.2513847147937481
0.9939345479406207,0.7168063732866353,0.25035612331738316
0.9937217592659292,0.7253121198475578,0.2549263374204927
0.9934950163472224,0.7333053151485686,0.2600515750495739
0.9933067533332413,0.7429763290939696,0.25812728058964557
0.9930961121240164,0.7469987894227273,0.25500117251415705
0.9928894342414188,0.7569707508968839,0.2667091461744545
0.9926399083011588,0.762009994282531,0.2666503724251274
0.992377903716758,0.7687610575958654,0.2624263463287838
0.9921448012015589,0.7743604178664621,0.26351133739030846
0.9919302126361275,0.7826370174809104,0.2712814034588233
0.9917042894314296,0.7878873220240442,0.26794113312909845
0.991490115550193,0.7922119958867867,0.26637944990313694
0.9912940712525582,0.8041431908819825,0.27557197932242766
0.9911015363650931,0.8096837723383691,0.2759919740020977
0.9908793520684734,0.8162700741140255,0.27218687444898565
0.9906381344668612,0.8216764590161233,0.2729222740223766
0.9903709022233815,0.8292057538295992,0.2830193818726444
0.9901451487105919,0.8376163691404461,0.2778174495099721
0.9899280353940896,0.8421206348878367,0.2748709088524991
0.9897005805350679,0.8491804226191914,0.2796740733450617
0.989493758155037,0.856015042277649,0.2846201190931585
0.9892771379257211,0.8619043177457187,0.28225936030757276
0.9890929596119439,0.8651107472753509,0.2801018787875797
0.9888707415690484,0.8718203941319033,0.2881656665277346
0.9886331228501551,0.8775765581930234,0.28617731196535545
0.9883783996593721,0.8819527765543811,0.2853439507401316
0.9881484033390471,0.8883573161507108,0.2893938508200173
0.9879227622079683,0.8948309434609736,0.2925081894786848
0.9877033955245046,0.9006363008681402,0.28737594100676955
0.9874957294812955,0.9046291005029583,0.2868149632761865
0.9872837957567728,0.9163474257617685,0.2977189030383423
0.987090456304502,0.9206256191468127,0.2982750896543883
0.986874446135677,0.9272336238692543,0.2954604262045818
0.9866406152480249,0.9332701176596843,0.2946815787502782
0.9863762915002738,0.940351789195714,0.30026123727465936
0.9861415080296912,0.9448728747268631,0.29700923511159427
0.9859146838306395,0.94833702674957,0.2966668528534842
0.9857146883716339,0.9552908317574567,0.3023115948719204
0.9854924624999172,0.9588920740606907,0.3029945823214531
0.9852868370247655,0.962600384234732,0.29943124834016893
0.9850926090365817,0.9676993107240386,0.2991682721867521
0.9848654612532569,0.9775839178373844,0.3097394591276769
0.9846291016469055,0.9814143070870927,0.3064062891440207
0.9843767806528715,0.9862027005794803,0.3061827391529519
0.9841334157973057,0.9931791128236015,0.3117982522787135
0.9839191916067732,0.9993702401098763,0.31636825933946966
0.9837020313237171,1.0041476012709813,0.3118725772579765
0.9834762637331764,1.0096657563490232,0.31064335968282003
0.9832735978288859,1.0145666434489142,0.31639667634829843
0.9830732738705545,1.019040886786585,0.3166084286705172
0.9828582719580784,1.0222286879535596,0.3133277151481622
