Time,Displacement,Force
(s),(mm),(N)
"0.00000","0.00000","0.00013"
"0.02000","0.00206","0.10144"
"0.04000","0.03556","0.26645"
"0.06000","0.10639","0.48874"
"0.07400","0.16738","0.73923"
"0.08900","0.23856","0.99446"
"0.10300","0.30679","1.24828"
"0.11600","0.36973","1.50820"
"0.13100","0.44112","1.77409"
"0.14500","0.50678","2.03163"
"0.15900","0.57196","2.29108"
"0.17400","0.64154","2.54648"
"0.18800","0.70641","2.80055"
"0.20300","0.77591","3.06452"
"0.21800","0.84538","3.32341"
"0.23200","0.91019","3.57807"
"0.24700","0.97962","3.83700"
"0.26200","1.04900","4.10123"
"0.27600","1.11374","4.35222"
"0.29100","1.18308","4.60974"
"0.30600","1.25238","4.87814"
"0.32100","1.32168","5.14418"
"0.33600","1.39094","5.40752"
"0.35000","1.45559","5.66187"
"0.36500","1.52491","5.92865"
"0.37900","1.58964","6.18149"
"0.39300","1.65440","6.43594"
"0.40700","1.71916","6.68950"
"0.42100","1.78387","6.94686"
"0.43500","1.84855","7.20513"
"0.44900","1.91321","7.46332"
"0.46300","1.97785","7.72209"
"0.47700","2.04248","7.98268"
"0.49100","2.10713","8.24303"
"0.50500","2.17182","8.50619"
"0.51900","2.23655","8.76949"
"0.53300","2.30130","9.03447"
"0.54700","2.36602","9.29916"
"0.56100","2.43072","9.56707"
"0.57500","2.49540","9.83209"
"0.58900","2.56006","10.09803"
"0.60300","2.62473","10.36239"
"0.61700","2.68939","10.62644"
"0.63100","2.75402","10.89173"
"0.64500","2.81865","11.15903"
"0.65900","2.88328","11.42262"
"0.67300","2.94790","11.68847"
"0.68700","3.01255","11.95622"
"0.70100","3.07723","12.21923"
"0.71500","3.14197","12.48540"
"0.72900","3.20671","12.75196"
"0.74300","3.27142","13.01471"
"0.75700","3.33610","13.27945"
"0.77100","3.40077","13.54352"
"0.78500","3.46539","13.80583"
"0.79900","3.53003","14.06759"
"0.81300","3.59468","14.32867"
"0.82700","3.65932","14.58759"
"0.84100","3.72395","14.84762"
"0.85500","3.78861","15.10675"
"0.86900","3.85330","15.36368"
"0.88300","3.91804","15.62236"
"0.89700","3.98281","15.88042"
"0.91100","4.04757","16.13550"
"0.92500","4.11233","16.39069"
"0.93900","4.17705","16.64593"
"0.95300","4.24174","16.89893"
"0.96700","4.30637","17.15168"
"0.98100","4.37092","17.40498"
"0.99600","4.44006","17.67255"
"1.01100","4.50929","17.93894"
"1.02600","4.57861","18.20608"
"1.04100","4.64798","18.47112"
"1.05600","4.71738","18.73419"
"1.07100","4.78673","18.99832"
"1.08600","4.85605","19.25806"
"1.10100","4.92533","19.51986"
"1.11600","4.99458","19.77640"
"1.13100","5.06386","20.03312"
"1.14600","5.13315","20.28956"
"1.16100","5.20246","20.54219"
"1.17600","5.27179","20.79534"
"1.19100","5.34110","21.05042"
"1.20600","5.41042","21.30113"
"1.22200","5.48437","21.55783"
"1.23500","5.54115","21.64324"
"1.23600","5.54502","21.64601"
"1.23700","5.54879","21.64863"
"1.25700","5.59316","21.50328"
"1.27000","5.58062","21.24469"
"1.28000","5.55183","20.96388"
"1.28800","5.52200","20.68376"
"1.29500","5.49280","20.40989"
"1.30200","5.46156","20.12117"
"1.30800","5.43357","19.87083"
"1.31500","5.39994","19.58387"
"1.32200","5.36570","19.30437"
"1.32900","5.33126","19.02966"
"1.33600","5.29691","18.75664"
"1.34300","5.26283","18.48071"
"1.35000","5.22909","18.21216"
"1.35700","5.19567","17.95706"
"1.36500","5.15783","17.67850"
"1.37300","5.12027","17.40652"
"1.38100","5.08290","17.13426"
"1.38900","5.04566","16.86626"
"1.39700","5.00851","16.61079"
"1.40600","4.96675","16.33419"
"1.41500","4.92502","16.05957"
"1.42400","4.88331","15.78263"
"1.43300","4.84160","15.51404"
"1.44200","4.79989","15.25745"
"1.45100","4.75820","15.00418"
"1.46000","4.71651","14.74899"
"1.46900","4.67484","14.49861"
"1.47900","4.62854","14.23119"
"1.48900","4.58224","13.97109"
"1.49900","4.53594","13.71064"
"1.50900","4.48967","13.45486"
"1.52000","4.43879","13.18388"
"1.53100","4.38794","12.91846"
"1.54200","4.33714","12.65538"
"1.55300","4.28637","12.39766"
"1.56400","4.23563","12.14538"
"1.57600","4.18024","11.87279"
"1.58800","4.12481","11.60435"
"1.60000","4.06935","11.34334"
"1.61200","4.01386","11.08647"
"1.62400","3.95837","10.83194"
"1.63700","3.89827","10.56325"
"1.65000","3.83817","10.30087"
"1.66300","3.77805","10.04132"
"1.67600","3.71794","9.78491"
"1.69000","3.65324","9.51611"
"1.70400","3.58858","9.24754"
"1.71800","3.52397","8.98560"
"1.73200","3.45936","8.72602"
"1.74600","3.39473","8.47243"
"1.76000","3.33008","8.22080"
"1.77500","3.26079","7.95430"
"1.79000","3.19149","7.69274"
"1.80500","3.12221","7.42919"
"1.82000","3.05289","7.17319"
"1.83500","2.98354","6.92004"
"1.85000","2.91420","6.66778"
"1.86600","2.84032","6.40590"
"1.88200","2.76647","6.14347"
"1.89800","2.69259","5.88384"
"1.91400","2.61867","5.62660"
"1.93000","2.54473","5.36955"
"1.94600","2.47081","5.11861"
"1.96300","2.39226","4.85306"
"1.98000","2.31368","4.59155"
"1.99700","2.23513","4.33256"
"2.01400","2.15658","4.07484"
"2.03100","2.07802","3.81940"
"2.04900","1.99487","3.55550"
"2.06700","1.91174","3.29477"
"2.08500","1.82864","3.03680"
"2.10300","1.74550","2.78137"
"2.12200","1.65772","2.52306"
"2.14000","1.57452","2.27230"
"2.16000","1.48206","2.01184"
"2.17900","1.39425","1.75991"
"2.19900","1.30183","1.50642"
"2.21900","1.20943","1.24983"
"2.23900","1.11706","1.00311"
"2.25900","1.02466","0.75328"
"2.27900","0.93224","0.52193"
"2.29900","0.83982","0.27996"
"2.31900","0.74739","0.05159"
"2.33900","0.65495","-0.18583"
"2.35900","0.56253","-0.40806"
"2.37900","0.47014","-0.63335"
"2.39900","0.37778","-0.84775"
"2.41900","0.28541","-1.06561"
"2.43900","0.19295","-1.27519"
"2.45900","0.10049","-1.48374"
"2.47900","0.00988","-1.59105"
"2.48200","-0.00223","-1.58853"
"2.48300","-0.00607","-1.58855"
"2.48400","-0.00979","-1.58945"
"2.50400","-0.05326","-1.54166"
"2.52400","-0.02128","-1.52978"
"2.54400","0.05601","-1.37611"
"2.56400","0.14971","-1.11457"
"2.58400","0.24804","-0.85496"
"2.60100","0.33035","-0.59896"
"2.62000","0.42023","-0.34185"
"2.63700","0.49956","-0.09108"
"2.65600","0.58782","0.16016"
"2.67400","0.67129","0.42323"
"2.69300","0.75934","0.68327"
"2.71100","0.84270","0.94746"
"2.72900","0.92602","1.20289"
"2.74700","1.00930","1.46088"
"2.76500","1.09252","1.71954"
"2.78300","1.17574","1.97623"
"2.80000","1.25429","2.22836"
"2.81800","1.33743","2.49105"
"2.83500","1.41592","2.74566"
"2.85200","1.49446","2.99652"
"2.86900","1.57305","3.25157"
"2.88600","1.65168","3.50923"
"2.90300","1.73031","3.77011"
"2.91900","1.80426","4.02031"
"2.93500","1.87817","4.27109"
"2.95100","1.95204","4.52134"
"2.96700","2.02590","4.77347"
"2.98300","2.09980","5.02858"
"2.99900","2.17372","5.28440"
"3.01500","2.24768","5.54793"
"3.03100","2.32167","5.80954"
"3.04700","2.39562","6.07531"
"3.06200","2.46493","6.32833"
"3.07800","2.53885","6.59025"
"3.09300","2.60815","6.84422"
"3.10800","2.67746","7.09503"
"3.12300","2.74671","7.35041"
"3.13800","2.81596","7.60985"
"3.15300","2.88521","7.86382"
"3.16800","2.95447","8.12769"
"3.18300","3.02374","8.38759"
"3.19800","3.09302","8.64993"
"3.21200","3.15772","8.90101"
"3.22600","3.22245","9.15174"
"3.24000","3.28716","9.40619"
"3.25400","3.35186","9.66556"
"3.26800","3.41652","9.92252"
"3.28200","3.48116","10.18347"
"3.29600","3.54582","10.44769"
"3.31000","3.61047","10.71192"
"3.32300","3.67047","10.96406"
"3.33600","3.73048","11.21873"
"3.34900","3.79051","11.47625"
"3.36200","3.85058","11.73574"
"3.37500","3.91069","12.00044"
"3.38800","3.97082","12.26767"
"3.40000","4.02632","12.51829"
"3.41200","4.08181","12.77318"
"3.42400","4.13730","13.02992"
"3.43600","4.19277","13.29198"
"3.44800","4.24821","13.55884"
"3.46000","4.30361","13.82776"
"3.47100","4.35434","14.07943"
"3.48200","4.40505","14.33387"
"3.49300","4.45579","14.59193"
"3.50400","4.50658","14.85038"
"3.51500","4.55742","15.11411"
"3.52600","4.60827","15.38573"
"3.53700","4.65915","15.65967"
"3.54700","4.70539","15.91126"
"3.55700","4.75162","16.16817"
"3.56700","4.79783","16.42971"
"3.57700","4.84404","16.69265"
"3.58700","4.89025","16.95928"
"3.59700","4.93644","17.22967"
"3.60700","4.98263","17.50237"
"3.61700","5.02882","17.77734"
"3.62600","5.07041","18.02886"
"3.63500","5.11199","18.28330"
"3.64400","5.15356","18.54057"
"3.65300","5.19514","18.79914"
"3.66200","5.23673","19.05985"
"3.67100","5.27831","19.32435"
"3.68000","5.31988","19.59106"
"3.68900","5.36145","19.85847"
"3.69800","5.40304","20.12491"
"3.70700","5.44465","20.39291"
"3.71600","5.48622","20.64991"
"3.72900","5.54273","20.89382"
"3.73000","5.54656","20.90844"
"3.73100","5.55027","20.92269"
"3.75100","5.59351","20.97468"
"3.76800","5.57023","20.71522"
"3.77800","5.53691","20.43576"
"3.78600","5.50494","20.15537"
"3.79300","5.47447","19.88351"
"3.80000","5.44231","19.60051"
"3.80700","5.40894","19.31757"
"3.81400","5.37485","19.03909"
"3.82100","5.34045","18.76674"
"3.82800","5.30607","18.49714"
"3.83500","5.27192","18.22601"
"3.84200","5.23809","17.95932"
"3.84900","5.20459","17.70318"
"3.85700","5.16667","17.42554"
"3.86500","5.12905","17.15481"
"3.87300","5.09165","16.88610"
"3.88100","5.05439","16.62086"
"3.88900","5.01723","16.36571"
"3.89800","4.97547","16.08988"
"3.90700","4.93373","15.81793"
"3.91600","4.89202","15.54423"
"3.92500","4.85032","15.27690"
"3.93400","4.80862","15.01996"
"3.94300","4.76692","14.76807"
"3.95200","4.72523","14.51703"
"3.96200","4.67892","14.24065"
"3.97200","4.63260","13.97425"
"3.98200","4.58628","13.71690"
"3.99200","4.53998","13.46108"
"4.00200","4.49372","13.20864"
"4.01300","4.44286","12.94046"
"4.02400","4.39204","12.67761"
"4.03500","4.34125","12.41646"
"4.04600","4.29049","12.15923"
"4.05800","4.23512","11.88723"
"4.07000","4.17973","11.61630"
"4.08200","4.12429","11.35121"
"4.09400","4.06882","11.09289"
"4.10600","4.01332","10.84009"
"4.11800","3.95781","10.58948"
"4.13100","3.89770","10.32219"
"4.14400","3.83760","10.06151"
"4.15700","3.77750","9.80430"
"4.17000","3.71741","9.54817"
"4.18400","3.65271","9.28434"
"4.19800","3.58806","9.01975"
"4.21200","3.52344","8.75941"
"4.22600","3.45882","8.50418"
"4.24000","3.39421","8.25151"
"4.25400","3.32957","7.99867"
"4.26900","3.26026","7.73535"
"4.28400","3.19093","7.47282"
"4.29900","3.12163","7.21306"
"4.31400","3.05231","6.96258"
"4.32900","2.98299","6.70825"
"4.34500","2.90904","6.44391"
"4.36100","2.83514","6.18279"
"4.37700","2.76128","5.91960"
"4.39300","2.68742","5.66452"
"4.40900","2.61351","5.40663"
"4.42500","2.53959","5.15499"
"4.44200","2.46103","4.88983"
"4.45900","2.38247","4.62610"
"4.47600","2.30392","4.36439"
"4.49300","2.22536","4.10560"
"4.51000","2.14680","3.85336"
"4.52700","2.06825","3.60064"
"4.54500","1.98510","3.33967"
"4.56300","1.90198","3.08266"
"4.58100","1.81888","2.82525"
"4.59900","1.73574","2.57379"
"4.61800","1.64792","2.31346"
"4.63700","1.56006","2.05889"
"4.65700","1.46761","1.79744"
"4.67700","1.37521","1.53903"
"4.69700","1.28280","1.28441"
"4.71700","1.19042","1.03461"
"4.73700","1.09805","0.78967"
"4.75700","1.00563","0.55097"
"4.77700","0.91320","0.31328"
"4.79700","0.82078","0.08041"
"4.81700","0.72837","-0.14974"
"4.83700","0.63592","-0.37342"
"4.85700","0.54352","-0.59468"
"4.87700","0.45113","-0.81136"
"4.89700","0.35877","-1.02730"
"4.91700","0.26638","-1.23652"
"4.93700","0.17395","-1.44280"
"4.95700","0.08149","-1.64129"
"4.97600","-0.00268","-1.69917"
"4.97700","-0.00651","-1.69916"
"4.97800","-0.01022","-1.69998"
"4.99800","-0.05341","-1.65013"
"5.01800","-0.02125","-1.64396"
"5.03800","0.05610","-1.49152"
"5.05800","0.14982","-1.24275"
"5.07800","0.24812","-0.98281"
"5.09600","0.33517","-0.72566"
"5.11500","0.42494","-0.46910"
"5.13300","0.50887","-0.21615"
"5.15300","0.60174","0.04716"
"5.17100","0.68522","0.30276"
"5.19000","0.77329","0.55822"
"5.20800","0.85664","0.81702"
"5.22700","0.94456","1.07929"
"5.24500","1.02780","1.33397"
"5.26300","1.11103","1.58756"
"5.28100","1.19426","1.84638"
"5.29900","1.27745","2.10698"
"5.31700","1.36056","2.36745"
"5.33400","1.43904","2.61856"
"5.35200","1.52223","2.88084"
"5.36900","1.60085","3.13591"
"5.38600","1.67948","3.39184"
"5.40300","1.75808","3.64947"
"5.42000","1.83663","3.91199"
"5.43700","1.91515","4.17270"
"5.45400","1.99363","4.43793"
"5.47000","2.06752","4.68906"
"5.48600","2.14144","4.94304"
"5.50200","2.21539","5.20143"
"5.51800","2.28936","5.46007"
"5.53400","2.36330","5.72133"
"5.55000","2.43723","5.98417"
"5.56600","2.51117","6.24774"
"5.58200","2.58510","6.51305"
"5.59800","2.65903","6.77838"
"5.61300","2.72831","7.03093"
"5.62800","2.79756","7.28573"
"5.64300","2.86679","7.53741"
"5.65800","2.93602","7.79474"
"5.67300","3.00528","8.05152"
"5.68800","3.07458","8.31149"
"5.70300","3.14391","8.57503"
"5.71800","3.21325","8.84074"
"5.73200","3.27795","9.09243"
"5.74600","3.34264","9.34592"
"5.76000","3.40732","9.59898"
"5.77400","3.47198","9.85639"
"5.78800","3.53664","10.11617"
"5.80200","3.60130","10.37770"
"5.81600","3.66592","10.64420"
"5.82900","3.72592","10.89553"
"5.84200","3.78595","11.14869"
"5.85500","3.84602","11.40369"
"5.86800","3.90613","11.66346"
"5.88100","3.96623","11.92828"
"5.89400","4.02634","12.19475"
"5.90600","4.08182","12.44490"
"5.91800","4.13729","12.69862"
"5.93000","4.19275","12.95748"
"5.94200","4.24819","13.22059"
"5.95400","4.30360","13.48461"
"5.96600","4.35895","13.75473"
"5.97700","4.40966","14.00563"
"5.98800","4.46041","14.26048"
"5.99900","4.51122","14.51792"
"6.01000","4.56207","14.78053"
"6.02100","4.61294","15.04693"
"6.03200","4.66384","15.31843"
"6.04200","4.71009","15.57006"
"6.05200","4.75633","15.82387"
"6.06200","4.80255","16.08095"
"6.07200","4.84878","16.34252"
"6.08200","4.89499","16.60933"
"6.09200","4.94117","16.87851"
"6.10200","4.98734","17.15086"
"6.11200","5.03351","17.42775"
"6.12100","5.07508","17.67974"
"6.13000","5.11665","17.93548"
"6.13900","5.15823","18.19673"
"6.14800","5.19981","18.45809"
"6.15700","5.24140","18.72183"
"6.16600","5.28298","18.98983"
"6.17500","5.32454","19.26086"
"6.18400","5.36611","19.53565"
"6.19300","5.40770","19.81069"
"6.20200","5.44931","20.08856"
"6.21100","5.49085","20.35270"
"6.22300","5.54275","20.59331"
"6.22400","5.54658","20.60999"
"6.22500","5.55029","20.62622"
"6.24500","5.59349","20.71786"
"6.26300","5.56730","20.46532"
"6.27300","5.53305","20.18678"
"6.28100","5.50063","19.90807"
"6.28800","5.46987","19.63951"
"6.29500","5.43750","19.36189"
"6.30200","5.40401","19.08283"
"6.30900","5.36985","18.80714"
"6.31600","5.33543","18.53611"
"6.32300","5.30108","18.26910"
"6.33000","5.26697","18.00078"
"6.33700","5.23319","17.73871"
"6.34400","5.19975","17.48735"
"6.35200","5.16188","17.21198"
"6.36000","5.12431","16.94336"
"6.36800","5.08695","16.67759"
"6.37600","5.04972","16.41620"
"6.38400","5.01256","16.16391"
"6.39300","4.97079","15.89034"
"6.40200","4.92905","15.62074"
"6.41100","4.88733","15.34960"
"6.42000","4.84562","15.08455"
"6.42900","4.80392","14.82965"
"6.43900","4.75759","14.55244"
"6.44900","4.71126","14.27668"
"6.45900","4.66494","14.00512"
"6.46900","4.61862","13.74416"
"6.47900","4.57230","13.48959"
"6.48900","4.52602","13.23630"
"6.50000","4.47516","12.96235"
"6.51100","4.42433","12.69785"
"6.52200","4.37352","12.43735"
"6.53300","4.32274","12.17871"
"6.54400","4.27198","11.92845"
"6.55600","4.21661","11.65993"
"6.56800","4.16120","11.39123"
"6.58000","4.10575","11.12942"
"6.59200","4.05026","10.87607"
"6.60400","3.99476","10.62447"
"6.61700","3.93464","10.35470"
"6.63000","3.87455","10.09207"
"6.64300","3.81445","9.83485"
"6.65600","3.75435","9.57910"
"6.66900","3.69426","9.32857"
"6.68300","3.62957","9.06424"
"6.69700","3.56493","8.80367"
"6.71100","3.50031","8.54565"
"6.72500","3.43568","8.29410"
"6.73900","3.37105","8.04179"
"6.75400","3.30179","7.77620"
"6.76900","3.23247","7.51519"
"6.78400","3.16317","7.25305"
"6.79900","3.09386","6.99925"
"6.81400","3.02453","6.74671"
"6.82900","2.95519","6.49598"
"6.84500","2.88125","6.23400"
"6.86100","2.80735","5.97356"
"6.87700","2.73350","5.71447"
"6.89300","2.65963","5.45815"
"6.90900","2.58573","5.20358"
"6.92500","2.51179","4.95214"
"6.94200","2.43324","4.68989"
"6.95900","2.35470","4.42861"
"6.97600","2.27614","4.16946"
"6.99300","2.19756","3.91259"
"7.01000","2.11901","3.66135"
"7.02800","2.03586","3.39733"
"7.04600","1.95274","3.13743"
"7.06400","1.86965","2.88290"
"7.08200","1.78653","2.62816"
"7.10100","1.69876","2.36788"
"7.12000","1.61092","2.10988"
"7.13900","1.52304","1.85865"
"7.15900","1.43058","1.60053"
"7.17900","1.33818","1.34591"
"7.19900","1.24584","1.09500"
"7.21900","1.15352","0.84794"
"7.23900","1.06105","0.60608"
"7.25900","0.96854","0.36932"
"7.27900","0.87609","0.13534"
"7.29900","0.78369","-0.09391"
"7.31900","0.69129","-0.31883"
"7.33900","0.59887","-0.54044"
"7.35900","0.50650","-0.75740"
"7.37900","0.41414","-0.97102"
"7.39900","0.32178","-1.18092"
"7.41900","0.22935","-1.38528"
"7.43900","0.13691","-1.58578"
"7.45900","0.04461","-1.76179"
"7.47000","-0.00270","-1.76085"
"7.47100","-0.00653","-1.76044"
"7.47200","-0.01025","-1.76085"
"7.49200","-0.05343","-1.70934"
"7.51200","-0.02129","-1.70464"
"7.53200","0.05606","-1.55330"
"7.55200","0.14979","-1.31075"
"7.57200","0.24809","-1.05420"
"7.59000","0.33515","-0.80194"
"7.60900","0.42490","-0.54825"
"7.62800","0.51349","-0.28497"
"7.64800","0.60637","-0.02332"
"7.66700","0.69447","0.23976"
"7.68600","0.78254","0.49423"
"7.70400","0.86590","0.74711"
"7.72300","0.95382","1.01000"
"7.74100","1.03704","1.26389"
"7.75900","1.12026","1.51423"
"7.77700","1.20349","1.77281"
"7.79500","1.28668","2.02707"
"7.81300","1.36974","2.28790"
"7.83100","1.45278","2.55163"
"7.84900","1.53606","2.81318"
"7.86600","1.61474","3.06746"
"7.88300","1.69338","3.32174"
"7.90000","1.77197","3.57792"
"7.91700","1.85049","3.83850"
"7.93400","1.92897","4.09983"
"7.95100","2.00746","4.36442"
"7.96700","2.08136","4.61479"
"7.98300","2.15529","4.86812"
"7.99900","2.22924","5.12240"
"8.01500","2.30321","5.37936"
"8.03100","2.37716","5.64290"
"8.04700","2.45108","5.90233"
"8.06300","2.52501","6.16431"
"8.07800","2.59433","6.41488"
"8.09400","2.66825","6.67709"
"8.10900","2.73752","6.92792"
"8.12400","2.80677","7.17947"
"8.13900","2.87601","7.43224"
"8.15400","2.94524","7.68774"
"8.16900","3.01450","7.94510"
"8.18400","3.08381","8.20498"
"8.19900","3.15316","8.46684"
"8.21400","3.22250","8.72896"
"8.22900","3.29180","8.99637"
"8.24300","3.35649","9.24916"
"8.25700","3.42116","9.50229"
"8.27100","3.48581","9.75824"
"8.28500","3.55049","10.01883"
"8.29900","3.61514","10.27773"
"8.31300","3.67975","10.54200"
"8.32700","3.74438","10.81127"
"8.34000","3.80443","11.06338"
"8.35300","3.86451","11.31726"
"8.36600","3.92461","11.57767"
"8.37900","3.98471","11.84024"
"8.39200","4.04481","12.10828"
"8.40500","4.10491","12.37876"
"8.41700","4.16038","12.63160"
"8.42900","4.21583","12.88898"
"8.44100","4.27126","13.15293"
"8.45300","4.32665","13.41701"
"8.46500","4.38199","13.68529"
"8.47600","4.43271","13.93695"
"8.48700","4.48348","14.19209"
"8.49800","4.53430","14.45048"
"8.50900","4.58516","14.71359"
"8.52000","4.63604","14.97931"
"8.53100","4.68693","15.25163"
"8.54100","4.73318","15.50366"
"8.55100","4.77941","15.75783"
"8.56100","4.82564","16.01612"
"8.57100","4.87186","16.27929"
"8.58100","4.91805","16.54566"
"8.59100","4.96422","16.81741"
"8.60100","5.01038","17.09225"
"8.61100","5.05657","17.36922"
"8.62000","5.09814","17.62210"
"8.62900","5.13972","17.87958"
"8.63800","5.18130","18.14150"
"8.64700","5.22289","18.40444"
"8.65600","5.26447","18.67211"
"8.66500","5.30604","18.94306"
"8.67400","5.34762","19.21719"
"8.68300","5.38920","19.49445"
"8.69200","5.43081","19.77454"
"8.70000","5.46779","20.02596"
"8.71000","5.51342","20.28706"
"8.71700","5.54272","20.41681"
"8.71800","5.54655","20.43411"
"8.71900","5.55026","20.45109"
"8.73900","5.59346","20.56013"
"8.75800","5.56430","20.29931"
"8.76700","5.53307","20.04766"
"8.77500","5.50066","19.77217"
"8.78200","5.46991","19.50639"
"8.78900","5.43754","19.23048"
"8.79600","5.40405","18.95420"
"8.80300","5.36989","18.68085"
"8.81000","5.33548","18.41269"
"8.81700","5.30112","18.14700"
"8.82400","5.26701","17.87969"
"8.83100","5.23322","17.61822"
"8.83900","5.19501","17.33411"
"8.84700","5.15717","17.06294"
"8.85500","5.11960","16.79545"
"8.86300","5.08224","16.52920"
"8.87100","5.04501","16.26908"
"8.88000","5.00322","15.99027"
"8.88900","4.96147","15.71890"
"8.89800","4.91973","15.44966"
"8.90700","4.87801","15.18153"
"8.91600","4.83630","14.92101"
"8.92500","4.79461","14.66892"
"8.93500","4.74829","14.39255"
"8.94500","4.70197","14.11849"
"8.95500","4.65565","13.85226"
"8.96500","4.60933","13.59342"
"8.97500","4.56303","13.33809"
"8.98500","4.51676","13.08524"
"8.99600","4.46590","12.81671"
"9.00700","4.41506","12.55511"
"9.01800","4.36426","12.29526"
"9.02900","4.31349","12.03938"
"9.04100","4.25812","11.76772"
"9.05300","4.20274","11.50043"
"9.06500","4.14732","11.23502"
"9.07700","4.09185","10.97540"
"9.08900","4.03636","10.72267"
"9.10200","3.97623","10.45291"
"9.11500","3.91612","10.18584"
"9.12800","3.85602","9.92805"
"9.14100","3.79591","9.67091"
"9.15400","3.73581","9.41940"
"9.16800","3.67111","9.15191"
"9.18200","3.60644","8.88900"
"9.19600","3.54180","8.62883"
"9.21000","3.47718","8.37559"
"9.22400","3.41254","8.12360"
"9.23900","3.34328","7.85606"
"9.25400","3.27398","7.59533"
"9.26900","3.20467","7.33250"
"9.28400","3.13538","7.07552"
"9.29900","3.06607","6.82070"
"9.31400","2.99672","6.57065"
"9.33000","2.92276","6.30540"
"9.34600","2.84886","6.04411"
"9.36200","2.77499","5.78718"
"9.37800","2.70114","5.52953"
"9.39400","2.62725","5.27412"
"9.41000","2.55333","5.02130"
"9.42700","2.47480","4.75699"
"9.44400","2.39626","4.49438"
"9.46100","2.31770","4.23757"
"9.47800","2.23912","3.97814"
"9.49500","2.16054","3.72428"
"9.51300","2.07737","3.46028"
"9.53100","1.99423","3.19852"
"9.54900","1.91113","2.94115"
"9.56700","1.82803","2.68833"
"9.58600","1.74027","2.42575"
"9.60500","1.65247","2.16689"
"9.62400","1.56460","1.91457"
"9.64400","1.47211","1.65198"
"9.66400","1.37971","1.39697"
"9.68400","1.28734","1.14654"
"9.70400","1.19501","0.89792"
"9.72400","1.10265","0.65586"
"9.74400","1.01013","0.41597"
"9.76400","0.91763","0.18379"
"9.78400","0.82520","-0.04677"
"9.80400","0.73284","-0.27113"
"9.82400","0.64044","-0.49347"
"9.84400","0.54802","-0.71106"
"9.86400","0.45564","-0.92589"
"9.88400","0.36329","-1.13424"
"9.90400","0.27090","-1.33990"
"9.92400","0.17847","-1.53837"
"9.94400","0.08604","-1.73641"
"9.96400","-0.00272","-1.80130"
"9.96500","-0.00654","-1.80092"
"9.96600","-0.01026","-1.80138"
"9.98600","-0.05341","-1.74960"
"10.00600","-0.02125","-1.74491"
"10.02600","0.05616","-1.59384"
"10.04600","0.14992","-1.35535"
"10.06600","0.24822","-1.10334"
"10.08400","0.33526","-0.85179"
"10.10400","0.42969","-0.58843"
"10.12300","0.51823","-0.32679"
"10.14300","0.61105","-0.06678"
"10.16200","0.69915","0.19260"
"10.18100","0.78723","0.44583"
"10.19900","0.87060","0.69625"
"10.21800","0.95850","0.95720"
"10.23600","1.04171","1.21222"
"10.25500","1.12956","1.47420"
"10.27300","1.21279","1.72979"
"10.29100","1.29597","1.98563"
"10.30900","1.37910","2.24432"
"10.32700","1.46221","2.50826"
"10.34500","1.54537","2.76902"
"10.36200","1.62395","3.02166"
"10.37900","1.70257","3.27319"
"10.39600","1.78117","3.53034"
"10.41300","1.85974","3.78658"
"10.43000","1.93822","4.05044"
"10.44700","2.01673","4.31363"
"10.46400","2.09526","4.57702"
"10.48000","2.16917","4.83182"
"10.49600","2.24311","5.08365"
"10.51200","2.31708","5.34128"
"10.52800","2.39105","5.60386"
"10.54400","2.46501","5.86536"
"10.56000","2.53896","6.12605"
"10.57600","2.61289","6.38780"
"10.59200","2.68680","6.65372"
"10.60800","2.76066","6.91936"
"10.62400","2.83452","7.18642"
"10.63900","2.90375","7.44302"
"10.65400","2.97299","7.69695"
"10.66900","3.04228","7.95264"
"10.68400","3.11161","8.21321"
"10.69900","3.18095","8.47349"
"10.71400","3.25026","8.73684"
"10.72800","3.31496","8.98843"
"10.74300","3.38428","9.25628"
"10.75700","3.44895","9.51011"
"10.77100","3.51362","9.76736"
"10.78500","3.57827","10.02512"
"10.79900","3.64290","10.28669"
"10.81300","3.70752","10.55051"
"10.82700","3.77217","10.81858"
"10.84000","3.83223","11.07239"
"10.85300","3.89231","11.32859"
"10.86600","3.95241","11.58775"
"10.87900","4.01251","11.85143"
"10.89200","4.07262","12.11950"
"10.90400","4.12810","12.36991"
"10.91600","4.18354","12.62199"
"10.92800","4.23897","12.88131"
"10.94000","4.29438","13.14422"
"10.95200","4.34974","13.40976"
"10.96400","4.40506","13.67883"
"10.97500","4.45581","13.93086"
"10.98600","4.50662","14.18619"
"10.99700","4.55745","14.44597"
"11.00800","4.60831","14.70982"
"11.01900","4.65920","14.97717"
"11.03000","4.71010","15.25015"
"11.04000","4.75635","15.50304"
"11.05000","4.80259","15.75903"
"11.06000","4.84882","16.01842"
"11.07000","4.89502","16.28279"
"11.08000","4.94118","16.55030"
"11.09000","4.98734","16.82147"
"11.10000","5.03351","17.09823"
"11.10900","5.07509","17.34988"
"11.11800","5.11666","17.60312"
"11.12700","5.15823","17.86141"
"11.13600","5.19982","18.12315"
"11.14500","5.24142","18.39046"
"11.15400","5.28300","18.65998"
"11.16300","5.32458","18.93094"
"11.17200","5.36616","19.20706"
"11.18100","5.40776","19.48717"
"11.18900","5.44474","19.73920"
"11.19800","5.48631","20.01509"
"11.21000","5.53885","20.27519"
"11.21100","5.54278","20.29296"
