Time,Displacement,Force
(s),(mm),(N)
"21.08800","28.13367","62.69635"
"21.10800","28.22607","62.79433"
"21.12800","28.31844","62.88989"
"21.14800","28.41076","62.98814"
"21.16800","28.50311","63.08787"
"21.18800","28.59550","63.18770"
"21.20800","28.68790","63.28669"
"21.22800","28.78028","63.38513"
"21.24800","28.87268","63.48249"
"21.26800","28.96509","63.57886"
"21.28800","29.05747","63.67504"
"21.30800","29.14983","63.77066"
"21.32800","29.24219","63.86655"
"21.34800","29.33460","63.96316"
"21.36800","29.42703","64.06295"
"21.38800","29.51945","64.15979"
"21.40800","29.61193","64.25683"
"21.42800","29.70434","64.35390"
"21.44800","29.79669","64.45150"
"21.46800","29.88904","64.54974"
"21.48800","29.98142","64.65055"
"21.50800","30.07387","64.74681"
"21.52800","30.16634","64.84325"
"21.54800","30.25881","64.93365"
"21.56800","30.35127","65.02219"
"21.58800","30.44369","65.10999"
"21.60800","30.53602","65.19947"
"21.62800","30.62832","65.29095"
"21.64800","30.72058","65.37984"
"21.66800","30.81296","65.47191"
"21.68800","30.90545","65.56556"
"21.70800","30.99796","65.65873"
"21.72800","31.09040","65.74873"
"21.74800","31.18274","65.83566"
"21.76800","31.27510","65.92558"
"21.78800","31.36750","66.01423"
"21.80800","31.45989","66.10357"
"21.82800","31.55229","66.19422"
"21.84800","31.64470","66.28788"
"21.86800","31.73713","66.37964"
"21.88800","31.82959","66.47159"
"21.90800","31.92204","66.56133"
"21.92800","32.01438","66.65285"
"21.94800","32.10674","66.74356"
"21.96800","32.19913","66.83876"
"21.98800","32.29155","66.93490"
"22.00800","32.38401","67.03280"
"22.02800","32.47651","67.12669"
"22.04800","32.56892","67.22187"
"22.06800","32.66126","67.31375"
"22.08800","32.75360","67.40984"
"22.10800","32.84600","67.49855"
"22.12800","32.93840","67.59177"
"22.14800","33.03083","67.68185"
"22.16800","33.12325","67.77496"
"22.18800","33.21569","67.86326"
"22.20800","33.30809","67.95042"
"22.22800","33.40046","68.03526"
"22.24800","33.49277","68.12437"
"22.26800","33.58510","68.21568"
"22.28800","33.67744","68.30767"
"22.30800","33.76983","68.40023"
"22.32800","33.86224","68.49104"
"22.34800","33.95466","68.58492"
"22.36800","34.04708","68.67561"
"22.38800","34.13949","68.76645"
"22.40800","34.23188","68.85332"
"22.42800","34.32423","68.94255"
"22.44800","34.41660","69.03077"
"22.46800","34.50901","69.12092"
"22.48800","34.60143","69.20751"
"22.50800","34.69391","69.29842"
"22.52800","34.78643","69.39022"
"22.54800","34.87888","69.48251"
"22.56800","34.97123","69.56458"
"22.58800","35.06348","69.65001"
"22.60800","35.15578","69.73354"
"22.62800","35.24819","69.82312"
"22.64800","35.34066","69.91202"
"22.66800","35.43314","70.00233"
"22.68800","35.52560","70.08850"
"22.70800","35.61799","70.17006"
"22.72800","35.71036","70.25053"
"22.74800","35.80275","70.33012"
"22.76800","35.89516","70.40903"
"22.78800","35.98753","70.48947"
"22.80800","36.07991","70.57562"
"22.82800","36.17235","70.65897"
"22.84800","36.26475","70.73893"
"22.86800","36.35714","70.81388"
"22.88800","36.44952","70.88504"
"22.90800","36.54192","70.95845"
"22.92800","36.63437","71.03453"
"22.94800","36.72678","71.11365"
"22.96800","36.81919","71.19077"
"22.98800","36.91138","71.23499"
"22.99700","36.95007","71.13169"
"22.99800","36.95397","71.11390"
"22.99900","36.95777","71.09521"
"23.00800","36.98611","70.84029"
"23.01400","36.99808","70.55811"
"23.01900","37.00288","70.24456"
"23.02300","37.00288","69.95002"
"23.02700","36.99939","69.63203"
"23.03000","36.99464","69.37530"
"23.03300","36.98828","69.09902"
"23.03600","36.98054","68.80959"
"23.03900","36.97165","68.50598"
"23.04200","36.96178","68.19424"
"23.04500","36.95111","67.87447"
"23.04800","36.93977","67.55054"
"23.05100","36.92786","67.22130"
"23.05400","36.91545","66.89221"
"23.05700","36.90262","66.56042"
"23.06000","36.88942","66.22998"
"23.06300","36.87588","65.89994"
"23.06600","36.86206","65.57220"
"23.06900","36.84800","65.24660"
"23.07200","36.83373","64.92550"
"23.07500","36.81931","64.60816"
"23.07800","36.80475","64.29464"
"23.08100","36.79010","63.98701"
"23.08400","36.77538","63.68308"
"23.08700","36.76064","63.38335"
"23.09000","36.74589","63.08705"
"23.09300","36.73115","62.79439"
"23.09600","36.71644","62.50389"
"23.09900","36.70177","62.21840"
"23.10200","36.68716","61.93415"
"23.10500","36.67261","61.65471"
"23.10800","36.65812","61.37917"
"23.11100","36.64369","61.10755"
"23.11400","36.62932","60.84024"
"23.11700","36.61502","60.57854"
"23.12000","36.60077","60.31992"
"23.12300","36.58657","60.06599"
"23.12600","36.57241","59.81536"
"23.13000","36.55360","59.48555"
"23.13400","36.53484","59.15994"
"23.13800","36.51613","58.83606"
"23.14200","36.49747","58.51638"
"23.14600","36.47882","58.20024"
"23.15000","36.46021","57.88813"
"23.15400","36.44162","57.58092"
"23.15800","36.42303","57.27881"
"23.16200","36.40446","56.98192"
"23.16600","36.38591","56.68792"
"23.17000","36.36736","56.39784"
"23.17400","36.34882","56.10883"
"23.17800","36.33028","55.82041"
"23.18200","36.31174","55.53434"
"23.18600","36.29321","55.25129"
"23.19000","36.27467","54.97113"
"23.19400","36.25613","54.69427"
"23.19800","36.23760","54.42274"
"23.20200","36.21906","54.15473"
"23.20600","36.20054","53.88749"
"23.21000","36.18201","53.62349"
"23.21400","36.16349","53.36050"
"23.21800","36.14497","53.09874"
"23.22200","36.12644","52.83855"
"23.22600","36.10793","52.58065"
"23.23000","36.08941","52.32622"
"23.23400","36.07090","52.07484"
"23.23900","36.04776","51.76622"
"23.24400","36.02462","51.45990"
"23.24900","36.00149","51.15659"
"23.25400","35.97836","50.85656"
"23.25900","35.95522","50.55870"
"23.26400","35.93209","50.26355"
"23.26900","35.90897","49.97326"
"23.27400","35.88584","49.68493"
"23.27900","35.86272","49.40228"
"23.28400","35.83960","49.12126"
"23.28900","35.81647","48.84325"
"23.29400","35.79336","48.56800"
"23.29900","35.77024","48.29523"
"23.30400","35.74714","48.02578"
"23.30900","35.72404","47.75883"
"23.31400","35.70095","47.49541"
"23.31900","35.67786","47.23419"
"23.32400","35.65478","46.97503"
"23.32900","35.63169","46.71754"
"23.33400","35.60860","46.46303"
"23.33900","35.58551","46.21031"
"23.34500","35.55779","45.91093"
"23.35100","35.53007","45.61543"
"23.35700","35.50235","45.32243"
"23.36300","35.47462","45.03434"
"23.36900","35.44689","44.74864"
"23.37500","35.41916","44.46548"
"23.38100","35.39142","44.18684"
"23.38700","35.36367","43.91182"
"23.39300","35.33593","43.63922"
"23.39900","35.30817","43.37033"
"23.40500","35.28042","43.10569"
"23.41100","35.25267","42.84290"
"23.41700","35.22492","42.58421"
"23.42300","35.19719","42.32797"
"23.42900","35.16947","42.07355"
"23.43500","35.14175","41.82319"
"23.44200","35.10944","41.53468"
"23.44900","35.07712","41.24911"
"23.45600","35.04480","40.96676"
"23.46300","35.01250","40.68890"
"23.47000","34.98020","40.41466"
"23.47700","34.94790","40.14351"
"23.48400","34.91560","39.87469"
"23.49100","34.88331","39.61018"
"23.49800","34.85101","39.34828"
"23.50500","34.81870","39.08969"
"23.51200","34.78637","38.83516"
"23.51900","34.75402","38.58346"
"23.52700","34.71703","38.29866"
"23.53500","34.68002","38.01712"
"23.54300","34.64299","37.74014"
"23.55100","34.60596","37.46644"
"23.55900","34.56893","37.19827"
"23.56700","34.53192","36.93430"
"23.57500","34.49493","36.67284"
"23.58300","34.45795","36.41384"
"23.59100","34.42099","36.15961"
"23.59900","34.38404","35.90951"
"23.60800","34.34248","35.63261"
"23.61700","34.30091","35.35826"
"23.62600","34.25935","35.08762"
"23.63500","34.21779","34.82175"
"23.64400","34.17624","34.55980"
"23.65300","34.13468","34.30061"
"23.66200","34.09311","34.04395"
"23.67100","34.05154","33.79171"
"23.68100","34.00533","33.51599"
"23.69100","33.95913","33.24450"
"23.70100","33.91291","32.97565"
"23.71100","33.86668","32.71255"
"23.72100","33.82045","32.45469"
"23.73100","33.77423","32.20067"
"23.74100","33.72802","31.94800"
"23.75200","33.67719","31.67530"
"23.76300","33.62638","31.40910"
"23.77400","33.57558","31.14461"
"23.78500","33.52479","30.88291"
"23.79600","33.47400","30.62625"
"23.80700","33.42322","30.37491"
"23.81900","33.36782","30.10332"
"23.83100","33.31241","29.83508"
"23.84300","33.25699","29.57434"
"23.85500","33.20157","29.31590"
"23.86700","33.14614","29.05954"
"23.87900","33.09070","28.80945"
"23.89200","33.03062","28.54356"
"23.90500","32.97055","28.27758"
"23.91800","32.91048","28.02047"
"23.93100","32.85041","27.76682"
"23.94400","32.79033","27.51569"
"23.95800","32.72565","27.25055"
"23.97200","32.66099","26.99011"
"23.98600","32.59635","26.73201"
"24.00000","32.53170","26.47936"
"24.01400","32.46703","26.22902"
"24.02900","32.39773","25.96829"
"24.04400","32.32840","25.70914"
"24.05900","32.25904","25.45468"
"24.07500","32.18505","25.19058"
"24.09100","32.11116","24.92785"
"24.10700","32.03733","24.67122"
"24.12300","31.96345","24.41767"
"24.14000","31.88492","24.15248"
"24.15700","31.80639","23.89268"
"24.17400","31.72784","23.63606"
"24.19100","31.64927","23.38568"
"24.20900","31.56603","23.12222"
"24.22700","31.48281","22.86448"
"24.24500","31.39964","22.61182"
"24.26300","31.31648","22.36157"
"24.28200","31.22867","22.10618"
"24.30100","31.14086","21.85076"
"24.32100","31.04849","21.58794"
"24.34100","30.95613","21.32715"
"24.36100","30.86372","21.07206"
"24.38100","30.77126","20.82129"
"24.40100","30.67882","20.57622"
"24.42100","30.58646","20.33331"
"24.44100","30.49411","20.09702"
"24.46100","30.40176","19.86127"
"24.48100","30.30940","19.62995"
"24.50100","30.21702","19.40295"
"24.52100","30.12460","19.17864"
"24.54100","30.03217","18.95836"
"24.56100","29.93973","18.74144"
"24.58100","29.84732","18.52861"
"24.60100","29.75498","18.31766"
"24.62100","29.66259","18.11027"
"24.64100","29.57015","17.90673"
"24.66100","29.47775","17.70403"
"24.68100","29.38534","17.50566"
"24.70100","29.29288","17.30784"
"24.72100","29.20042","17.11592"
"24.74100","29.10802","16.92527"
"24.76100","29.01569","16.73785"
"24.78100","28.92332","16.55161"
"24.80100","28.83090","16.36845"
"24.82100","28.73846","16.18925"
"24.84100","28.64604","16.01143"
"24.86100","28.55363","15.83735"
"24.88100","28.46128","15.66244"
"24.90100","28.36894","15.49050"
"24.92100","28.27657","15.32198"
"24.94100","28.18417","15.15543"
"24.96100","28.09179","14.99015"
"24.98100","27.99942","14.82607"
"25.00100","27.90703","14.66617"
"25.02100","27.81462","14.50659"
"25.04100","27.72221","14.34849"
"25.06100","27.62978","14.19280"
"25.08100","27.53733","14.04068"
"25.10100","27.44495","13.88635"
"25.12100","27.35262","13.73910"
"25.14100","27.26034","13.58995"
"25.16100","27.16804","13.44273"
"25.18100","27.07558","13.29723"
"25.20100","26.98302","13.15454"
"25.22100","26.89053","13.01315"
"25.24100","26.79815","12.87248"
"25.26100","26.70579","12.73502"
"25.28100","26.61344","12.59673"
"25.30100","26.52108","12.46097"
"25.32100","26.42866","12.32599"
"25.34100","26.33620","12.19397"
"25.36100","26.24374","12.06243"
"25.38100","26.15129","11.93148"
"25.40100","26.05888","11.80350"
"25.42100","25.96650","11.67620"
"25.44100","25.87415","11.54956"
"25.46100","25.78182","11.42416"
"25.48100","25.68946","11.30049"
"25.50100","25.59702","11.17911"
"25.52100","25.50458","11.05628"
"25.54100","25.41216","10.93837"
"25.56100","25.31976","10.81836"
"25.58100","25.22738","10.70131"
"25.60100","25.13498","10.58369"
"25.62100","25.04258","10.46820"
"25.64100","24.95020","10.35282"
"25.66100","24.85781","10.24100"
"25.68100","24.76541","10.12927"
"25.70100","24.67299","10.01735"
"25.72100","24.58055","9.90782"
"25.74100","24.48813","9.79858"
"25.76100","24.39575","9.69253"
"25.78100","24.30337","9.58477"
"25.80100","24.21098","9.47875"
"25.82100","24.11855","9.37332"
"25.84100","24.02606","9.27032"
"25.86100","23.93362","9.16695"
"25.88100","23.84123","9.06677"
"25.90100","23.74887","8.96414"
"25.92100","23.65650","8.86442"
"25.94100","23.56413","8.76540"
"25.96100","23.47171","8.66710"
"25.98100","23.37931","8.56988"
"26.00100","23.28691","8.47291"
"26.02100","23.19447","8.37708"
"26.04100","23.10204","8.28093"
"26.06100","23.00967","8.18641"
"26.08100","22.91737","8.09347"
"26.10100","22.82506","8.00039"
"26.12100","22.73269","7.90675"
"26.14100","22.64027","7.81580"
"26.16100","22.54780","7.72498"
"26.18100","22.45534","7.63546"
"26.20100","22.36290","7.54624"
"26.22100","22.27053","7.45622"
"26.24100","22.17819","7.36785"
"26.26100","22.08586","7.28176"
"26.28100","21.99346","7.19533"
"26.30100","21.90103","7.10868"
"26.32100","21.80860","7.02301"
"26.34100","21.71618","6.93770"
"26.36100","21.62379","6.85312"
"26.38100","21.53142","6.77102"
"26.40100","21.43904","6.68813"
"26.42100","21.34667","6.60417"
"26.44100","21.25427","6.52104"
"26.46100","21.16183","6.43825"
"26.48100","21.06934","6.36019"
"26.50100","20.97689","6.27986"
"26.52100","20.88452","6.20061"
"26.54100","20.79219","6.12002"
"26.56100","20.69984","6.04098"
"26.58100","20.60749","5.96225"
"26.60100","20.51507","5.88557"
"26.62100","20.42259","5.80839"
"26.64100","20.33015","5.73151"
"26.66100","20.23774","5.65514"
"26.68100","20.14531","5.57898"
"26.70100","20.05289","5.50279"
"26.72100","19.96046","5.42748"
"26.74100","19.86798","5.35383"
"26.76100","19.77561","5.27855"
"26.78100","19.68332","5.20531"
"26.80100","19.59102","5.13210"
"26.82100","19.49865","5.06082"
"26.84100","19.40620","4.98899"
"26.86100","19.31375","4.91694"
"26.88100","19.22131","4.84521"
"26.90100","19.12891","4.77381"
"26.92100","19.03651","4.70338"
"26.94100","18.94411","4.63492"
"26.96100","18.85170","4.56404"
"26.98100","18.75924","4.49518"
"27.00100","18.66682","4.42529"
"27.02100","18.57444","4.35880"
"27.04100","18.48205","4.28939"
"27.06100","18.38969","4.22321"
"27.08100","18.29732","4.15391"
"27.10100","18.20494","4.08736"
"27.12100","18.11257","4.01929"
"27.14100","18.02019","3.95465"
"27.16100","17.92777","3.88822"
"27.18100","17.83538","3.82165"
"27.20100","17.74302","3.75664"
"27.22100","17.65067","3.69116"
"27.24100","17.55828","3.62673"
"27.26100","17.46584","3.56179"
"27.28100","17.37342","3.49766"
"27.30100","17.28099","3.43166"
"27.32100","17.18857","3.37105"
"27.34100","17.09619","3.30562"
"27.36100","17.00383","3.24364"
"27.38100","16.91143","3.18051"
"27.40100","16.81904","3.11783"
"27.42100","16.72667","3.05559"
"27.44100","16.63425","2.99324"
"27.46100","16.54180","2.93176"
"27.48100","16.44936","2.87008"
"27.50100","16.35692","2.80890"
"27.52100","16.26449","2.74792"
"27.54100","16.17209","2.68564"
"27.56100","16.07972","2.62591"
"27.58100","15.98731","2.56530"
"27.60100","15.89490","2.50564"
"27.62100","15.80246","2.44660"
"27.64100","15.71006","2.38642"
"27.66100","15.61770","2.32798"
"27.68100","15.52532","2.26609"
"27.70100","15.43291","2.20826"
"27.72100","15.34052","2.14882"
"27.74100","15.24821","2.08979"
"27.76100","15.15586","2.03130"
"27.78100","15.06342","1.97441"
"27.80100","14.97098","1.91529"
"27.82100","14.87855","1.85736"
"27.84100","14.78614","1.80052"
"27.86100","14.69376","1.74220"
"27.88100","14.60137","1.68565"
"27.90100","14.50895","1.62821"
"27.92100","14.41660","1.57296"
"27.94100","14.32421","1.51742"
"27.96100","14.23178","1.46031"
"27.98100","14.13933","1.40380"
"28.00100","14.04693","1.35031"
"28.02100","13.95456","1.29296"
"28.04100","13.86221","1.23929"
"28.06100","13.76986","1.18320"
"28.08100","13.67747","1.12949"
"28.10100","13.58501","1.07247"
"28.12100","13.49251","1.02145"
"28.14100","13.40004","0.96723"
"28.16100","13.30765","0.91305"
"28.18100","13.21532","0.85966"
"28.20100","13.12301","0.80624"
"28.22100","13.03064","0.75089"
"28.24100","12.93826","0.70022"
"28.26100","12.84585","0.64667"
"28.28100","12.75339","0.59670"
"28.30100","12.66096","0.54231"
"28.32100","12.56856","0.49183"
"28.34100","12.47617","0.43913"
"28.36100","12.38378","0.38811"
"28.38100","12.29140","0.33657"
"28.40100","12.19897","0.28798"
"28.42100","12.10652","0.23694"
"28.44100","12.01410","0.18917"
"28.46100","11.92181","0.13793"
"28.48100","11.82951","0.09090"
"28.50100","11.73708","0.04227"
"28.52100","11.64460","-0.00407"
"28.54100","11.55215","-0.05198"
"28.56100","11.45973","-0.09897"
"28.58100","11.36730","-0.14267"
"28.60100","11.27488","-0.18624"
"28.62100","11.18246","-0.23030"
"28.64100","11.09005","-0.27280"
"28.66100","10.99766","-0.31484"
"28.68100","10.90526","-0.35404"
"28.70100","10.81287","-0.39326"
"28.72100","10.72048","-0.42798"
"28.74100","10.62806","-0.46276"
"28.76100","10.53565","-0.49745"
"28.78100","10.44326","-0.52970"
"28.80100","10.35089","-0.55528"
"28.82100","10.25852","-0.58221"
"28.84100","10.16615","-0.60231"
"28.86100","10.07379","-0.62204"
"28.88100","9.98142","-0.63904"
"28.90100","9.88902","-0.65562"
"28.92100","9.79653","-0.66545"
"28.94100","9.70405","-0.67707"
"28.96100","9.61169","-0.68484"
"28.98100","9.51936","-0.69475"
"29.00100","9.42698","-0.69896"
"29.02100","9.33457","-0.70699"
"29.04100","9.24216","-0.70984"
"29.06100","9.14978","-0.71439"
"29.08100","9.05740","-0.71625"
"29.10100","8.96499","-0.72118"
"29.12100","8.87257","-0.72509"
"29.14100","8.78018","-0.72789"
"29.16100","8.68779","-0.73066"
"29.18100","8.59542","-0.73395"
"29.20100","8.50305","-0.73494"
"29.22100","8.41066","-0.73902"
"29.24100","8.31820","-0.74020"
"29.26100","8.22572","-0.74153"
"29.28100","8.13328","-0.74331"
"29.30100","8.04093","-0.74592"
"29.32100","7.94859","-0.74907"
"29.34100","7.85621","-0.75034"
"29.36100","7.76381","-0.75106"
"29.38100","7.67142","-0.75293"
"29.40100","7.57904","-0.75453"
"29.42100","7.48662","-0.75564"
"29.44100","7.39423","-0.75858"
"29.46100","7.30182","-0.76103"
"29.48100","7.20940","-0.76057"
"29.50100","7.11699","-0.76259"
"29.52100","7.02462","-0.76543"
"29.54100","6.93225","-0.76749"
"29.56100","6.83983","-0.76994"
"29.58100","6.74745","-0.77163"
"29.60100","6.65500","-0.77191"
"29.62100","6.56255","-0.77650"
"29.64100","6.47012","-0.77807"
"29.66100","6.37772","-0.78049"
"29.68100","6.28534","-0.78123"
"29.70100","6.19297","-0.78280"
"29.72100","6.10059","-0.78417"
"29.74100","6.00814","-0.78870"
"29.76100","5.91567","-0.79004"
"29.78100","5.82325","-0.79302"
"29.80100","5.73086","-0.79431"
"29.82100","5.63850","-0.79491"
"29.84100","5.54615","-0.79791"
"29.86100","5.45380","-0.80011"
"29.88100","5.36142","-0.80347"
"29.90100","5.26900","-0.80382"
"29.92100","5.17655","-0.80605"
"29.94100","5.08410","-0.80872"
"29.96100","4.99174","-0.81285"
"29.98100","4.89941","-0.81340"
"30.00100","4.80708","-0.81751"
"30.02100","4.71464","-0.81916"
"30.04100","4.62212","-0.82112"
"30.06100","4.52960","-0.82162"
"30.08100","4.43720","-0.82748"
"30.10100","4.34489","-0.82951"
"30.12100","4.25263","-0.83313"
"30.14100","4.16028","-0.83492"
"30.16100","4.06784","-0.83586"
"30.18100","3.97540","-0.83860"
"30.20100","3.88298","-0.84242"
"30.22100","3.79054","-0.84528"
"30.24100","3.69809","-0.84623"
"30.26100","3.60566","-0.84870"
"30.28100","3.51331","-0.85226"
"30.30100","3.42096","-0.85614"
"30.32100","3.32860","-0.85796"
"30.34100","3.23621","-0.85981"
"30.36100","3.14380","-0.86160"
"30.38100","3.05136","-0.86360"
"30.40100","2.95893","-0.86604"
"30.42100","2.86654","-0.87168"
"30.44100","2.77421","-0.87202"
"30.46100","2.68187","-0.87583"
"30.48100","2.58948","-0.87678"
"30.50100","2.49706","-0.88042"
"30.52100","2.40464","-0.88143"
"30.54100","2.31221","-0.88487"
"30.56100","2.21976","-0.88711"
"30.58100","2.12730","-0.88905"
"30.60100","2.03491","-0.89108"
"30.62100","1.94258","-0.89536"
"30.64100","1.85024","-0.89742"
"30.66100","1.75786","-0.89961"
"30.68100","1.66544","-0.90039"
"30.70100","1.57298","-0.90272"
"30.72100","1.48053","-0.90446"
"30.74100","1.38811","-0.90752"
"30.76100","1.29569","-0.91155"
"30.78100","1.20329","-0.91070"
"30.80100","1.11093","-0.91310"
"30.82100","1.01854","-0.91604"
"30.84100","0.92614","-0.91830"
"30.86100","0.83368","-0.92050"
"30.88100","0.74125","-0.92153"
"30.90100","0.64883","-0.92335"
"30.92100","0.55645","-0.92393"
"30.94100","0.46411","-0.92746"
"30.96100","0.37177","-0.93039"
"30.98100","0.27941","-0.93155"
"31.00100","0.18701","-0.93194"
"31.02100","0.09458","-0.93287"
"31.04100","0.00456","-0.83523"
"31.04300","-0.00337","-0.81781"
"31.04400","-0.00718","-0.81048"
"31.04500","-0.01088","-0.80423"
"31.06500","-0.05359","-0.68676"
"31.08500","-0.02095","-0.79904"
"31.10500","0.05675","-0.87040"
"31.12500","0.15055","-0.88523"
"31.14500","0.24872","-0.89979"
"31.16500","0.34516","-0.88342"
"31.18500","0.43936","-0.87663"
"31.20500","0.53247","-0.85845"
"31.22500","0.62527","-0.85537"
"31.24500","0.71801","-0.84348"
"31.26500","0.81071","-0.83725"
"31.28500","0.90327","-0.82535"
"31.30500","0.99579","-0.82062"
"31.32500","1.08826","-0.80930"
"31.34500","1.18074","-0.80493"
"31.36500","1.27316","-0.79532"
"31.38500","1.36554","-0.78996"
"31.40500","1.45792","-0.77941"
"31.42500","1.55035","-0.77390"
"31.44500","1.64283","-0.76570"
"31.46500","1.73530","-0.75949"
"31.48500","1.82772","-0.75195"
"31.50500","1.92013","-0.74387"
"31.52500","2.01251","-0.73703"
"31.54500","2.10489","-0.72930"
"31.56500","2.19726","-0.72378"
"31.58500","2.28969","-0.71613"
"31.60500","2.38214","-0.70885"
"31.62500","2.47458","-0.70264"
"31.64500","2.56700","-0.69819"
"31.66500","2.65942","-0.68714"
"31.68500","2.75179","-0.68272"
"31.70500","2.84410","-0.67387"
"31.72500","2.93642","-0.66923"
"31.74500","3.02881","-0.66181"
"31.76500","3.12124","-0.65647"
"31.78500","3.21369","-0.64916"
"31.80500","3.30613","-0.64217"
"31.82500","3.39858","-0.63623"
"31.84500","3.49094","-0.62949"
"31.86500","3.58330","-0.62274"
"31.88500","3.67564","-0.61555"
"31.90500","3.76799","-0.61015"
"31.92500","3.86039","-0.60495"
"31.94500","3.95287","-0.59773"
"31.96500","4.04535","-0.59006"
"31.98500","4.13777","-0.58425"
"32.00500","4.23012","-0.57754"
"32.02500","4.32245","-0.57153"
"32.04500","4.41471","-0.56377"
"32.06500","4.50703","-0.55694"
"32.08500","4.59945","-0.54954"
"32.10500","4.69194","-0.54480"
"32.12500","4.78444","-0.53685"
"32.14500","4.87688","-0.53030"
"32.16500","4.96923","-0.52172"
"32.18500","5.06159","-0.51552"
"32.20500","5.15395","-0.50756"
"32.22500","5.24633","-0.49893"
"32.24500","5.33876","-0.49106"
"32.26500","5.43122","-0.48403"
"32.28500","5.52367","-0.47607"
"32.30500","5.61605","-0.46866"
"32.32500","5.70838","-0.45906"
"32.34500","5.80073","-0.44953"
"32.36500","5.89313","-0.44023"
"32.38500","5.98556","-0.43073"
"32.40500","6.07798","-0.41964"
"32.42500","6.17042","-0.40793"
"32.44500","6.26286","-0.39866"
"32.46500","6.35528","-0.38788"
"32.48500","6.44765","-0.37659"
"32.50500","6.54002","-0.36149"
"32.52500","6.63245","-0.34788"
"32.54500","6.72483","-0.33347"
"32.56500","6.81722","-0.31817"
"32.58500","6.90961","-0.30305"
"32.60500","7.00207","-0.28656"
"32.62500","7.09453","-0.26918"
"32.64500","7.18696","-0.25077"
"32.66500","7.27935","-0.23094"
"32.68500","7.37172","-0.20940"
"32.70500","7.46409","-0.18804"
"32.72500","7.55649","-0.16353"
"32.74500","7.64890","-0.13868"
"32.76500","7.74128","-0.10943"
"32.78500","7.83370","-0.08186"
"32.80500","7.92615","-0.04939"
"32.82500","8.01857","-0.01590"
"32.84500","8.11095","0.02087"
"32.86500","8.20329","0.05796"
"32.88500","8.29568","0.10125"
"32.90500","8.38812","0.14503"
"32.92500","8.48059","0.19413"
"32.94500","8.57298","0.24425"
"32.96500","8.66534","0.30214"
"32.98500","8.75767","0.35982"
"33.00500","8.85001","0.42266"
"33.02500","8.94234","0.48844"
"33.04500","9.03474","0.55959"
"33.06500","9.12717","0.63332"
"33.08500","9.21961","0.71108"
"33.10500","9.31202","0.79321"
"33.12500","9.40444","0.87806"
"33.14500","9.49682","0.96721"
"33.16500","9.58917","1.05849"
"33.18500","9.68149","1.15223"
"33.20500","9.77386","1.24763"
"33.22500","9.86633","1.34840"
"33.24500","9.95885","1.44787"
"33.26500","10.05131","1.55183"
"33.28500","10.14371","1.65583"
"33.30500","10.23611","1.76221"
"33.32500","10.32851","1.86971"
"33.34500","10.42085","1.97966"
"33.36500","10.51318","2.08895"
"33.38500","10.60556","2.19980"
"33.40500","10.69797","2.30912"
"33.42500","10.79039","2.42175"
"33.44500","10.88281","2.53552"
"33.46500","10.97519","2.64896"
"33.48500","11.06755","2.76221"
"33.50500","11.15991","2.87582"
"33.52500","11.25229","2.99019"
"33.54500","11.34472","3.10486"
"33.56500","11.43719","3.21990"
"33.58500","11.52967","3.33212"
"33.60500","11.62212","3.44833"
"33.62500","11.71455","3.56305"
"33.64500","11.80692","3.67807"
"33.66500","11.89929","3.79242"
"33.68500","11.99166","3.90863"
"33.70500","12.08400","4.02293"
"33.72500","12.17638","4.13747"
"33.74500","12.26879","4.25252"
"33.76500","12.36123","4.36719"
"33.78500","12.45370","4.48202"
"33.80500","12.54613","4.59728"
"33.82500","12.63846","4.71151"
"33.84500","12.73079","4.82613"
"33.86500","12.82323","4.93979"
"33.88500","12.91572","5.05617"
"33.90500","13.00817","5.17110"
"33.92500","13.10059","5.28514"
"33.94500","13.19297","5.39958"
"33.96500","13.28530","5.51407"
"33.98500","13.37763","5.62766"
"34.00500","13.46996","5.74238"
"34.02500","13.56235","5.85688"
"34.04500","13.65481","5.97040"
"34.06500","13.74729","6.08593"
"34.08500","13.83969","6.20046"
"34.10500","13.93206","6.31539"
"34.12500","14.02442","6.42840"
"34.14500","14.11673","6.54352"
"34.16500","14.20905","6.65891"
"34.18500","14.30150","6.77235"
"34.20500","14.39396","6.88812"
"34.22500","14.48641","7.00315"
"34.24500","14.57881","7.11820"
"34.26500","14.67120","7.23163"
"34.28500","14.76357","7.34794"
"34.30500","14.85594","7.46260"
"34.32500","14.94835","7.57870"
"34.34500","15.04081","7.69267"
"34.36500","15.13326","7.80918"
"34.38500","15.22568","7.92347"
"34.40500","15.31811","8.04058"
"34.42500","15.41049","8.15565"
"34.44500","15.50285","8.27345"
"34.46500","15.59522","8.38864"
"34.48500","15.68761","8.50452"
"34.50500","15.78000","8.61957"
"34.52500","15.87240","8.73740"
"34.54500","15.96488","8.85450"
"34.56500","16.05733","8.97034"
"34.58500","16.14971","9.08759"
"34.60500","16.24205","9.20459"
"34.62500","16.33442","9.32202"
"34.64500","16.42678","9.44051"
"34.66500","16.51917","9.55713"
"34.68500","16.61162","9.67387"
"34.70500","16.70407","9.79336"
"34.72500","16.79647","9.91196"
"34.74500","16.88884","10.02968"
"34.76500","16.98124","10.14849"
"34.78500","17.07367","10.26643"
"34.80500","17.16605","10.38537"
"34.82500","17.25842","10.50532"
"34.84500","17.35077","10.62523"
"34.86500","17.44317","10.74574"
"34.88500","17.53566","10.86423"
