50.53,50.23,50.32,9.97,9.83,9.96,6.22,6.09,6.2,16.525
49.89,49.88,49.93,9.23,9.32,9.3,5.96,6.34,6.56,17.915
50.2,50.39,50.06,9.42,9.37,8.96,5.97,5.98,5.93,17.615
49.2,49.32,49.14,9.52,9.58,9.45,6.43,6.14,6.05,19.495
49.82,49.57,49.75,9.2,8.88,9.02,6.05,5.93,5.59,16.085
