7.56,7.48,7.77,9.79,9.68,9.77
7.83,7.82,8.27,9.03,9.06,8.86
7.68,7.73,7.52,10.19,10.29,10.32
7.51,7.83,7.67,8.98,9.27,9.19
7.31,7.8,7.68,9.83,9.76,9.55
