50.27, 50.00, 50.06, 10.58, 10.43, 09.99, 5.84, 5.46, 4.98, 17.70
50.01, 50.88, 50.89, 10.67, 10.85, 10.44, 5.79, 6.00, 6.01, 18.13
50.19, 50.31, 49.98, 10.10, 10.29, 10.10, 4.90, 5.37, 5.86, 18.61
50.17, 50.10, 50.23, 10.24, 10.26, 09.76, 5.08, 5.13, 4.92, 20.35
49.46, 49.69, 49.76, 10.50, 10.87, 10.15, 5.43, 5.67, 5.20, 18.31
