7.65,7.75,7.54,9.61,9.79,9.76
7.25,7.47,7.6,9.21,9.36,9.38
7.58,7.52,7.8,9.39,9.45,9.46
7.7,7.52,7.44,9.28,9.51,9.41
7.51,7.63,7.52,9.42,9.23,9.67
