,all,1,2,3,4,5
x,0.8073140190551982,0.940406937831324,0.9955146969902577,0.9968870547919444,0.9669731125192204,0.994472122044554
y,0.9184323662423495,0.9265172025449127,0.9761347471253498,0.9678352475372108,0.9763745701166239,0.943294459928069
