time,width,height
-3.552713678800501e-15,7.373333333333332,8.649050453502987
0.03334558823529399,7.3575856069053485,8.649050453502987
0.06669117647058798,7.355214053134993,8.699335630558236
0.10003676470588196,7.358770875963166,8.699335630558236
0.13338235294117773,7.35015304566704,8.699335630558236
0.16672794117646994,7.3580842933726895,8.699335630558236
0.2000735294117657,7.353761666885913,8.699335630558236
0.23341911764705792,7.348016108136922,8.699335630558236
0.2667647058823537,7.348016108136922,8.699335630558236
0.3001102941176459,7.370063940790818,8.598765276447736
0.33345588235294166,7.368930470123704,8.548480099392487
0.36680147058823387,7.367467927327424,8.548480099392487
0.40014705882352786,7.382940411326387,8.498194922337238
0.43349264705882185,7.378680755432224,8.397624568226737
0.4668382352941176,7.403903524739707,8.347339391171488
0.5001838235294116,7.419296787670538,8.347339391171488
0.5335294117647056,7.413035276323971,8.297054214116237
0.5668749999999996,7.43603376179545,8.246769037060988
0.6002205882352936,7.431371906632313,8.146198682950487
0.6335661764705875,7.4499431531808895,8.095913505895238
0.6669117647058815,7.453123168108075,8.045628328839987
0.7002573529411755,7.448461312944938,8.045628328839987
0.7336029411764695,7.473639393444756,7.945057974729488
0.7669485294117635,7.473898385398264,7.995343151784738
0.8002941176470575,7.470452268934529,7.945057974729488
0.8336397058823515,7.517704589110962,7.894772797674238
0.8669852941176455,7.5220201060147005,7.743917266508488
0.9003308823529395,7.544504670198037,7.6433469123979885
0.9336764705882334,7.552860461576499,7.542776558287488
0.9670220588235292,7.558239368971701,7.492491381232239
1.0003676470588232,7.557130274017861,7.442206204176989
1.0337132352941172,7.583058923355489,7.391921027121739
1.0670588235294112,7.5664854696404396,7.291350673011239
1.1004044117647052,7.569781269205663,7.190780318900739
1.1337499999999991,7.583803398264981,7.140495141845489
1.1670955882352931,7.610147450382947,7.140495141845489
1.2004411764705871,7.630343744482946,6.989639610679739
1.2337867647058811,7.637427936152419,6.989639610679739
1.267132352941175,7.610374957040148,6.939354433624489
1.300477941176469,7.623910587488756,6.88906925656924
1.333823529411763,7.632582247485029,6.83878407951399
1.367169117647057,7.640742017502594,6.68792854834824
1.4005147058823528,7.656566933689271,6.63764337129299
1.4338602941176468,7.676059379068558,6.53707301718249
1.4672058823529408,7.650786842679813,6.48678784012724
1.5005514705882348,7.6704306206123265,6.43650266307199
1.5338970588235288,7.674355110449006,6.335932308961491
1.5672426470588228,7.685836071399791,6.335932308961491
1.6005882352941168,7.68877842312258,6.23536195485099
1.6339338235294107,7.693090893062163,6.18507677779574
1.6672794117647047,7.710115297472731,6.084506423685241
1.7006249999999987,7.703048371933493,5.983936069574741
1.7339705882352927,7.697220545152211,5.983936069574741
1.7673161764705867,7.712097855485465,5.883365715464241
1.8006617647058807,7.730901686964839,5.833080538408991
1.8340073529411747,7.731417639562413,5.782795361353741
1.8673529411764687,7.75463956907221,5.682225007243241
1.9006985294117644,7.781885522581213,5.581654653132741
1.9340441176470566,7.76412172153475,5.531369476077492
1.9673897058823524,7.784969050310036,5.4307991219669915
2.0007352941176464,7.823890970475993,5.4307991219669915
2.0340808823529404,7.827506701277901,5.380513944911741
2.0674264705882326,7.83903133538163,5.279943590801242
2.1007720588235284,7.852554777973609,5.179373236690742
2.1341176470588206,7.86298047367069,5.129088059635492
2.1674632352941163,7.8609918217296375,5.078802882580242
2.2008088235294085,7.882699410052456,5.028517705524992
2.2341544117647043,7.898188144526931,4.978232528469742
2.2674999999999965,7.92002472099914,4.927947351414493
