7.78, 7.47, 7.61, 10.76, 10.86, 10.71
7.56, 7.94, 7.43, 09.66, 09.57, 09.50
7.54, 7.44, 7.48, 09.29, 09.34, 09.33
7.78, 7.80, 7.63, 09.46, 09.42, 09.64
7.29, 7.21, 7.11, 10.67, 10.65, 10.45
