Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","0.00000","0.00000","0.00059"
"","0.02000","0.00182","0.09138"
"","0.04000","0.03288","0.29415"
"","0.05800","0.09231","0.55605"
"","0.07000","0.14141","0.82034"
"","0.08100","0.19095","1.07490"
"","0.09300","0.24767","1.34222"
"","0.10400","0.30033","1.60879"
"","0.11400","0.34786","1.86314"
"","0.12500","0.39945","2.12329"
"","0.13700","0.45493","2.39488"
"","0.14800","0.50527","2.65874"
"","0.15900","0.55534","2.91610"
"","0.17100","0.60980","3.17812"
"","0.18300","0.66416","3.44950"
"","0.19400","0.71392","3.70509"
"","0.20600","0.76816","3.96764"
"","0.21800","0.82236","4.23139"
"","0.22900","0.87202","4.48573"
"","0.24100","0.92617","4.75490"
"","0.25300","0.98033","5.01327"
"","0.26400","1.02996","5.26393"
"","0.27500","1.07956","5.51817"
"","0.28700","1.13366","5.78358"
"","0.29900","1.18780","6.05428"
"","0.31000","1.23744","6.31155"
"","0.32100","1.28708","6.56323"
"","0.33300","1.34122","6.83537"
"","0.34400","1.39083","7.09596"
"","0.35500","1.44042","7.35740"
"","0.36600","1.49000","7.61199"
"","0.37700","1.53959","7.87338"
"","0.38800","1.58917","8.14322"
"","0.39900","1.63876","8.40924"
"","0.41000","1.68833","8.67278"
"","0.42100","1.73789","8.94404"
"","0.43100","1.78294","9.19610"
"","0.44200","1.83249","9.46781"
"","0.45300","1.88208","9.74115"
"","0.46300","1.92719","9.99508"
"","0.47300","1.97233","10.25187"
"","0.48300","2.01746","10.50576"
"","0.49300","2.06258","10.76053"
"","0.50300","2.10768","11.02171"
"","0.51300","2.15277","11.28000"
"","0.52300","2.19787","11.53428"
"","0.53300","2.24297","11.79392"
"","0.54300","2.28807","12.05596"
"","0.55300","2.33316","12.31770"
"","0.56300","2.37824","12.57360"
"","0.57300","2.42330","12.83544"
"","0.58300","2.46837","13.10048"
"","0.59300","2.51342","13.36127"
"","0.60300","2.55847","13.61770"
"","0.61300","2.60351","13.87868"
"","0.62300","2.64856","14.14349"
"","0.63300","2.69362","14.40390"
"","0.64300","2.73868","14.66133"
"","0.65300","2.78376","14.92397"
"","0.66300","2.82886","15.18770"
"","0.67300","2.87397","15.44791"
"","0.68300","2.91907","15.70569"
"","0.69300","2.96416","15.96605"
"","0.70300","3.00922","16.22755"
"","0.71300","3.05424","16.48488"
"","0.72300","3.09928","16.74066"
"","0.73300","3.14438","16.99859"
"","0.74300","3.18952","17.25757"
"","0.75300","3.23465","17.51186"
"","0.76300","3.27975","17.76414"
"","0.77300","3.32483","18.01988"
"","0.78300","3.36990","18.27591"
"","0.79300","3.41495","18.52833"
"","0.80300","3.46001","18.78034"
"","0.81300","3.50506","19.03399"
"","0.82300","3.55012","19.28680"
"","0.83400","3.59970","19.56129"
"","0.84400","3.64478","19.81224"
"","0.85400","3.68988","20.06520"
"","0.86500","3.73952","20.33972"
"","0.87600","3.78917","20.61161"
"","0.88700","3.83879","20.88438"
"","0.89800","3.88837","21.15734"
"","0.90900","3.93792","21.42547"
"","0.92000","3.98749","21.69126"
"","0.93100","4.03710","21.95864"
"","0.94200","4.08673","22.22409"
"","0.95300","4.13635","22.48719"
"","0.96400","4.18596","22.74878"
"","0.97500","4.23554","23.01086"
"","0.98600","4.28508","23.27063"
"","0.99700","4.33458","23.52869"
"","1.00800","4.38407","23.78551"
"","1.01900","4.43358","24.04117"
"","1.03000","4.48315","24.29362"
"","1.04200","4.53730","24.56576"
"","1.05300","4.58695","24.81602"
"","1.06500","4.64111","25.08714"
"","1.07700","4.69526","25.35528"
"","1.08900","4.74942","25.62107"
"","1.10100","4.80356","25.88801"
"","1.11300","4.85765","26.15043"
"","1.12500","4.91171","26.41129"
"","1.13700","4.96578","26.67082"
"","1.14900","5.01985","26.92892"
"","1.16100","5.07394","27.18469"
"","1.17300","5.12803","27.43835"
"","1.18500","5.18213","27.68979"
"","1.19700","5.23625","27.94038"
"","1.21000","5.29490","28.20942"
"","1.22300","5.35350","28.46771"
"","1.23700","5.41300","28.60354"
"","1.23800","5.41672","28.60749"
"","1.23900","5.42034","28.61076"
"","1.25900","5.46207","28.37330"
"","1.26700","5.45788","28.12070"
"","1.27400","5.44416","27.84978"
"","1.28000","5.42689","27.56639"
"","1.28500","5.40977","27.30549"
"","1.29000","5.39086","27.02666"
"","1.29500","5.37057","26.73615"
"","1.30000","5.34922","26.43681"
"","1.30500","5.32701","26.13353"
"","1.31000","5.30415","25.82922"
"","1.31500","5.28079","25.52777"
"","1.32000","5.25710","25.23056"
"","1.32500","5.23323","24.93895"
"","1.33000","5.20930","24.65145"
"","1.33500","5.18540","24.36579"
"","1.34000","5.16161","24.08378"
"","1.34500","5.13795","23.80389"
"","1.35000","5.11446","23.53020"
"","1.35500","5.09112","23.26147"
"","1.36000","5.06792","23.00335"
"","1.36500","5.04485","22.75037"
"","1.37100","5.01730","22.45384"
"","1.37700","4.98987","22.16111"
"","1.38300","4.96253","21.87018"
"","1.38900","4.93526","21.58626"
"","1.39500","4.90803","21.30851"
"","1.40100","4.88083","21.03776"
"","1.40700","4.85366","20.77439"
"","1.41300","4.82651","20.51236"
"","1.41900","4.79937","20.25149"
"","1.42500","4.77225","19.99263"
"","1.43100","4.74513","19.73681"
"","1.43800","4.71349","19.44651"
"","1.44500","4.68185","19.16284"
"","1.45200","4.65022","18.88318"
"","1.45900","4.61858","18.60464"
"","1.46600","4.58695","18.32812"
"","1.47300","4.55531","18.05585"
"","1.48000","4.52368","17.79088"
"","1.48700","4.49206","17.53008"
"","1.49400","4.46045","17.27310"
"","1.50100","4.42885","17.01774"
"","1.50800","4.39727","16.76404"
"","1.51600","4.36121","16.48314"
"","1.52400","4.32519","16.20689"
"","1.53200","4.28918","15.93431"
"","1.54000","4.25317","15.66252"
"","1.54800","4.21715","15.39356"
"","1.55600","4.18109","15.13126"
"","1.56400","4.14500","14.87360"
"","1.57200","4.10888","14.61860"
"","1.58000","4.07274","14.36420"
"","1.58800","4.03661","14.11307"
"","1.59700","3.99597","13.83719"
"","1.60600","3.95535","13.56751"
"","1.61500","3.91475","13.29831"
"","1.62400","3.87418","13.03093"
"","1.63300","3.83361","12.76742"
"","1.64200","3.79304","12.51116"
"","1.65100","3.75246","12.25838"
"","1.66000","3.71187","12.00416"
"","1.66900","3.67128","11.75289"
"","1.67900","3.62618","11.47941"
"","1.68900","3.58111","11.20952"
"","1.69900","3.53604","10.94163"
"","1.70900","3.49095","10.67708"
"","1.71900","3.44585","10.42040"
"","1.72900","3.40073","10.16680"
"","1.73900","3.35563","9.91386"
"","1.74900","3.31054","9.66289"
"","1.76000","3.26097","9.39229"
"","1.77100","3.21140","9.12566"
"","1.78200","3.16182","8.85809"
"","1.79300","3.11223","8.59405"
